alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,120.92,21.65,4.88,14.92,3.34,1.86,25.18,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.46,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8966,3.8979,3.8984,3.8991,3.8971,3.8972,3.8954,3.8935,3.8971,3.8975,3.9318,3.8965,3.9208,3.8956,3.8956,3.8946,3.9350,3.9061,3.8955,3.9354,3.8981,3.8822,3.8976,3.8986,3.8984,3.8984,3.8987,3.8985,3.8976,3.8967,3.8972,
Yes,0.00,120.96,21.64,4.88,14.93,3.34,1.86,25.16,0x0,0x0,0,0,-0.30,-0.02,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8968,3.8979,3.8986,3.8992,3.8970,3.8975,3.8954,3.8933,3.8979,3.8973,3.9320,3.8964,3.9208,3.8955,3.8956,3.8946,3.9350,3.9062,3.8956,3.9351,3.8981,3.8823,3.8978,3.8987,3.8984,3.8985,3.8986,3.8984,3.8976,3.8967,3.8971,
Yes,5.87,119.48,21.63,4.88,14.90,3.34,1.86,25.15,0x0,0x2,0,0,2.91,0.19,22.10,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.79,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8787,3.8790,3.8792,3.8812,3.8775,3.8785,3.8771,3.8726,3.8786,3.8805,3.9120,3.8791,3.8938,3.8776,3.8781,3.8774,3.9097,3.8865,3.8776,3.9174,3.8789,3.8645,3.8810,3.8783,3.8795,3.8812,3.8792,3.8774,3.8765,3.8785,3.8808,
Yes,9.90,118.29,21.62,4.88,14.89,3.34,1.87,25.15,0x0,0x2,0,0,22.17,1.43,50.65,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8013,3.7959,3.7955,3.8012,3.7912,3.7949,3.7973,3.7800,3.7965,3.8040,3.8258,3.8041,3.7755,3.7972,3.8003,3.8007,3.7958,3.8029,3.8021,3.8380,3.7924,3.7884,3.8092,3.7891,3.7975,3.8049,3.7940,3.7834,3.7863,3.7987,3.8086,
Yes,10.93,117.81,21.62,4.88,14.89,3.34,1.87,25.16,0x0,0x2,0,0,42.73,2.75,50.24,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7901,3.7859,3.7875,3.7942,3.7840,3.7863,3.7862,3.7691,3.7887,3.7972,3.8182,3.7933,3.7616,3.7896,3.7931,3.7946,3.7840,3.7904,3.7931,3.8301,3.7846,3.7823,3.7990,3.7784,3.7894,3.7979,3.7866,3.7734,3.7737,3.7890,3.8014,
Yes,10.93,117.81,21.62,4.88,14.89,3.34,1.87,25.16,0x0,0x2,0,0,42.73,2.75,50.24,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7901,3.7859,3.7875,3.7942,3.7840,3.7863,3.7862,3.7691,3.7887,3.7972,3.8182,3.7933,3.7616,3.7896,3.7931,3.7946,3.7840,3.7904,3.7931,3.8301,3.7846,3.7823,3.7990,3.7784,3.7894,3.7979,3.7866,3.7734,3.7737,3.7890,3.8014,
Yes,10.93,117.81,21.62,4.88,14.89,3.34,1.87,25.16,0x0,0x2,0,0,42.73,2.75,50.24,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7901,3.7859,3.7875,3.7942,3.7840,3.7863,3.7862,3.7691,3.7887,3.7972,3.8182,3.7933,3.7616,3.7896,3.7931,3.7946,3.7840,3.7904,3.7931,3.8301,3.7846,3.7823,3.7990,3.7784,3.7894,3.7979,3.7866,3.7734,3.7737,3.7890,3.8014,
Yes,11.70,117.30,21.62,4.88,14.88,3.34,1.87,25.18,0x0,0x2,0,0,62.30,4.01,47.35,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7795,3.7740,3.7738,3.7822,3.7704,3.7760,3.7750,3.7552,3.7752,3.7858,3.8046,3.7829,3.7449,3.7766,3.7811,3.7827,3.7699,3.7789,3.7821,3.8172,3.7716,3.7705,3.7890,3.7652,3.7760,3.7868,3.7731,3.7620,3.7614,3.7774,3.7896,
Yes,11.32,115.80,21.64,4.88,14.90,3.34,1.86,25.18,0x0,0x2,0,0,85.46,5.50,50.34,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.77,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7821,3.7737,3.7807,3.7945,3.7784,3.7786,3.7781,3.7568,3.7822,3.7976,3.8117,3.7858,3.7454,3.7834,3.7933,3.7889,3.7748,3.7822,3.7815,3.8231,3.7862,3.7759,3.7914,3.7664,3.7833,3.7983,3.7807,3.7664,3.7650,3.7776,3.7960,
Yes,12.52,115.27,21.64,4.88,14.90,3.34,1.86,25.19,0x0,0x2,0,0,104.59,6.73,46.08,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.78,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7722,3.7673,3.7691,3.7786,3.7663,3.7700,3.7681,3.7497,3.7709,3.7824,3.7994,3.7764,3.7367,3.7722,3.7778,3.7779,3.7632,3.7715,3.7756,3.8120,3.7691,3.7647,3.7824,3.7595,3.7720,3.7832,3.7687,3.7569,3.7539,3.7714,3.7860,
Yes,13.83,114.64,21.65,4.88,14.90,3.34,1.86,25.19,0x0,0x2,0,0,124.40,8.01,48.09,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.80,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7624,3.7590,3.7513,3.7582,3.7490,3.7524,3.7582,3.7401,3.7534,3.7628,3.7816,3.7671,3.7255,3.7552,3.7577,3.7627,3.7397,3.7610,3.7681,3.7950,3.7472,3.7492,3.7733,3.7506,3.7544,3.7633,3.7512,3.7371,3.7429,3.7634,3.7705,
Yes,16.95,113.24,21.67,4.88,14.90,3.34,1.86,25.19,0x0,0x2,0,0,147.36,9.49,53.13,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.87,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7154,3.7036,3.7168,3.7231,3.6899,3.7049,3.7099,3.6807,3.7199,3.7295,3.7224,3.7214,3.6479,3.7223,3.7235,3.7104,3.6760,3.7100,3.7180,3.7620,3.7096,3.6966,3.7294,3.6927,3.7206,3.7304,3.6929,3.6849,3.6879,3.7111,3.7410,
Yes,14.60,114.25,21.68,4.88,14.90,3.34,1.86,25.19,0x0,0x2,0,0,167.09,10.76,47.53,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.73,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7371,3.7344,3.7412,3.7483,3.7310,3.7409,3.7323,3.7138,3.7435,3.7533,3.7634,3.7425,3.6912,3.7456,3.7479,3.7471,3.7240,3.7334,3.7452,3.7850,3.7365,3.7331,3.7497,3.7248,3.7446,3.7541,3.7335,3.7248,3.7135,3.7399,3.7617,
Yes,15.09,114.01,21.70,4.88,14.90,3.34,1.86,25.22,0x0,0x2,0,0,183.96,11.84,44.86,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.73,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7381,3.7275,3.7249,3.7353,3.7196,3.7282,3.7334,3.7046,3.7278,3.7414,3.7519,3.7435,3.6802,3.7302,3.7363,3.7365,3.7073,3.7348,3.7382,3.7698,3.7237,3.7225,3.7506,3.7163,3.7286,3.7421,3.7223,3.7106,3.7148,3.7326,3.7477,
Yes,15.11,113.94,21.73,4.88,14.90,3.34,1.86,25.23,0x0,0x2,0,0,198.62,12.79,44.69,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.68,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7446,3.7320,3.7249,3.7409,3.7306,3.7350,3.7400,3.7104,3.7277,3.7463,3.7627,3.7498,3.6886,3.7299,3.7410,3.7456,3.7166,3.7418,3.7435,3.7695,3.7294,3.7323,3.7565,3.7220,3.7285,3.7469,3.7329,3.7182,3.7226,3.7376,3.7475,
Yes,14.77,114.09,21.75,4.88,14.90,3.34,1.86,25.23,0x0,0x2,0,0,208.29,13.41,43.18,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.68,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7380,3.7275,3.7221,3.7381,3.7250,3.7271,3.7333,3.7043,3.7249,3.7437,3.7572,3.7432,3.6804,3.7275,3.7384,3.7412,3.7055,3.7343,3.7377,3.7670,3.7264,3.7274,3.7503,3.7160,3.7259,3.7443,3.7274,3.7095,3.7149,3.7320,3.7452,
Yes,14.60,114.13,21.78,4.88,14.90,3.34,1.86,25.24,0x0,0x2,0,0,215.18,13.85,40.72,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.65,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7323,3.7258,3.7279,3.7361,3.7190,3.7304,3.7274,3.7033,3.7304,3.7415,3.7509,3.7378,3.6792,3.7329,3.7362,3.7351,3.7110,3.7283,3.7368,3.7723,3.7240,3.7217,3.7451,3.7150,3.7314,3.7422,3.7215,3.7135,3.7084,3.7309,3.7500,
Yes,12.69,114.99,21.81,4.88,14.90,3.34,1.86,25.25,0x0,0x2,0,0,222.30,14.31,35.64,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.56,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7650,3.7589,3.7552,3.7624,3.7479,3.7512,3.7609,3.7407,3.7570,3.7666,3.7802,3.7694,3.7282,3.7590,3.7620,3.7610,3.7397,3.7637,3.7680,3.7984,3.7527,3.7479,3.7753,3.7514,3.7580,3.7674,3.7505,3.7370,3.7467,3.7639,3.7733,
Yes,5.12,118.46,21.83,4.88,14.90,3.34,1.86,25.24,0x0,0x2,0,0,221.08,14.23,15.18,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.25,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8383,3.8364,3.8358,3.8390,3.8326,3.8343,3.8359,3.8256,3.8358,3.8396,3.8655,3.8401,3.8379,3.8358,3.8365,3.8363,3.8517,3.8430,3.8385,3.8752,3.8349,3.8236,3.8431,3.8338,3.8370,3.8405,3.8343,3.8296,3.8317,3.8379,3.8424,
Yes,5.03,118.51,21.86,4.88,14.90,3.34,1.86,25.25,0x0,0x2,0,0,215.49,13.87,15.68,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.25,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8410,3.8389,3.8393,3.8437,3.8381,3.8403,3.8388,3.8288,3.8391,3.8439,3.8711,3.8428,3.8416,3.8390,3.8409,3.8408,3.8599,3.8462,3.8411,3.8785,3.8397,3.8285,3.8457,3.8366,3.8405,3.8449,3.8400,3.8362,3.8349,3.8405,3.8455,
Yes,4.96,118.56,21.88,4.88,14.90,3.34,1.86,25.25,0x0,0x2,0,0,210.61,13.56,15.18,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.25,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8383,3.8374,3.8380,3.8425,3.8372,3.8392,3.8360,3.8269,3.8378,3.8432,3.8703,3.8402,3.8390,3.8379,3.8402,3.8402,3.8583,3.8431,3.8396,3.8774,3.8387,3.8279,3.8432,3.8348,3.8393,3.8440,3.8391,3.8349,3.8317,3.8387,3.8444,
Yes,4.81,118.64,21.90,4.88,14.90,3.34,1.86,25.24,0x0,0x2,0,0,204.25,13.15,15.76,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.25,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8429,3.8423,3.8415,3.8457,3.8404,3.8427,3.8408,3.8313,3.8413,3.8460,3.8736,3.8446,3.8447,3.8411,3.8431,3.8427,3.8631,3.8482,3.8432,3.8807,3.8420,3.8305,3.8475,3.8392,3.8426,3.8470,3.8422,3.8388,3.8370,3.8427,3.8474,
Yes,14.16,114.35,21.92,4.88,14.90,3.34,1.86,25.24,0x0,0x2,0,0,205.06,13.20,41.29,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.75,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7483,3.7401,3.7356,3.7495,3.7368,3.7392,3.7436,3.7168,3.7378,3.7543,3.7693,3.7534,3.6970,3.7401,3.7491,3.7509,3.7232,3.7457,3.7486,3.7800,3.7386,3.7381,3.7601,3.7283,3.7389,3.7549,3.7394,3.7232,3.7273,3.7432,3.7567,
Yes,17.24,112.93,21.93,4.88,14.90,3.34,1.86,25.24,0x0,0x2,0,0,213.46,13.74,48.19,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.74,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7051,3.6966,3.6837,3.6985,3.6917,3.6980,3.6998,3.6676,3.6871,3.7053,3.7232,3.7119,3.6341,3.6906,3.6995,3.7102,3.6676,3.6991,3.7079,3.7304,3.6837,3.6972,3.7201,3.6810,3.6881,3.7062,3.6945,3.6771,3.6773,3.7007,3.7120,
Yes,13.87,114.40,21.94,4.88,14.90,3.34,1.86,25.25,0x0,0x2,0,0,221.67,14.27,38.08,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.60,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.7415,3.7382,3.7364,3.7498,3.7380,3.7451,3.7369,3.7152,3.7386,3.7543,3.7701,3.7469,3.6957,3.7409,3.7495,3.7513,3.7318,3.7386,3.7468,3.7804,3.7391,3.7388,3.7538,3.7268,3.7398,3.7550,3.7406,3.7302,3.7198,3.7415,3.7572,
Yes,0.04,120.56,21.95,4.88,14.92,3.34,1.86,25.25,0x0,0x0,0,0,219.42,14.13,0.52,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8846,3.8859,3.8863,3.8873,3.8856,3.8856,3.8835,3.8802,3.8849,3.8856,3.9189,3.8848,3.9090,3.8839,3.8837,3.8826,3.9219,3.8933,3.8837,3.9231,3.8869,3.8707,3.8858,3.8866,3.8866,3.8864,3.8872,3.8872,3.8860,3.8850,3.8855,
Yes,0.04,120.56,21.95,4.88,14.92,3.34,1.86,25.25,0x0,0x0,0,0,219.42,14.13,0.52,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8846,3.8859,3.8863,3.8873,3.8856,3.8856,3.8835,3.8802,3.8849,3.8856,3.9189,3.8848,3.9090,3.8839,3.8837,3.8826,3.9219,3.8933,3.8837,3.9231,3.8869,3.8707,3.8858,3.8866,3.8866,3.8864,3.8872,3.8872,3.8860,3.8850,3.8855,
Yes,0.00,120.62,21.96,4.88,14.93,3.34,1.86,25.25,0x0,0x0,0,0,204.86,13.19,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8860,3.8871,3.8878,3.8887,3.8869,3.8870,3.8849,3.8817,3.8864,3.8869,3.9205,3.8862,3.9106,3.8853,3.8850,3.8839,3.9234,3.8949,3.8850,3.9248,3.8883,3.8722,3.8873,3.8880,3.8879,3.8879,3.8886,3.8885,3.8873,3.8864,3.8869,
Yes,9.11,116.66,21.99,4.88,14.90,3.34,1.86,25.26,0x0,0x20,0,0,194.04,12.49,29.68,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.68,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8096,3.8079,3.8067,3.8124,3.8050,3.8085,3.8066,3.7927,3.8073,3.8141,3.8382,3.8126,3.7952,3.8080,3.8106,3.8115,3.8171,3.8121,3.8114,3.8479,3.8061,3.7990,3.8168,3.8017,3.8086,3.8150,3.8072,3.8008,3.7985,3.8091,3.8177,
