alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,121.08,23.03,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-8.43,-0.54,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9027,3.9007,3.9009,3.8994,3.8977,3.9010,3.9011,3.9355,3.9001,3.9241,3.8992,3.8994,3.8983,3.9388,3.9097,3.8991,3.9389,3.9015,3.8857,3.9011,3.9022,3.9019,3.9018,3.9021,3.9018,3.9010,3.9004,3.9007,
Yes,0.00,121.07,23.02,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-7.71,-0.50,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9020,3.9027,3.9007,3.9009,3.8993,3.8977,3.9009,3.9010,3.9354,3.9002,3.9241,3.8992,3.8993,3.8982,3.9387,3.9098,3.8992,3.9390,3.9015,3.8857,3.9011,3.9022,3.9019,3.9018,3.9021,3.9019,3.9010,3.9004,3.9007,
Yes,0.00,121.08,23.02,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,-6.45,-0.42,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9018,3.9020,3.9027,3.9008,3.9009,3.8994,3.8977,3.9009,3.9012,3.9355,3.9001,3.9241,3.8992,3.8994,3.8984,3.9388,3.9098,3.8992,3.9389,3.9015,3.8857,3.9012,3.9021,3.9019,3.9019,3.9021,3.9018,3.9011,3.9004,3.9006,
Yes,0.00,121.07,23.02,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-4.77,-0.31,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9018,3.9019,3.9027,3.9007,3.9009,3.8993,3.8977,3.9009,3.9012,3.9355,3.9001,3.9241,3.8993,3.8994,3.8983,3.9388,3.9097,3.8991,3.9390,3.9015,3.8856,3.9010,3.9021,3.9018,3.9018,3.9021,3.9019,3.9010,3.9003,3.9006,
Yes,0.00,121.07,23.02,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,-3.00,-0.19,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9027,3.9007,3.9009,3.8993,3.8976,3.9008,3.9012,3.9355,3.9002,3.9242,3.8993,3.8994,3.8983,3.9387,3.9098,3.8992,3.9390,3.9016,3.8857,3.9011,3.9021,3.9019,3.9018,3.9021,3.9018,3.9010,3.9004,3.9007,
Yes,0.33,121.09,23.02,4.88,14.93,3.34,1.86,26.90,0x0,0x2,0,0,-1.11,-0.07,0.72,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.08,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9025,3.9005,3.9007,3.8992,3.8976,3.9008,3.9011,3.9354,3.9001,3.9240,3.8991,3.8993,3.8982,3.9386,3.9097,3.8990,3.9389,3.9014,3.8856,3.9010,3.9021,3.9018,3.9017,3.9020,3.9017,3.9009,3.9003,3.9005,
Yes,0.33,121.09,23.02,4.88,14.93,3.34,1.86,26.90,0x0,0x2,0,0,-1.11,-0.07,0.72,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.08,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9025,3.9005,3.9007,3.8992,3.8976,3.9008,3.9011,3.9354,3.9001,3.9240,3.8991,3.8993,3.8982,3.9386,3.9097,3.8990,3.9389,3.9014,3.8856,3.9010,3.9021,3.9018,3.9017,3.9020,3.9017,3.9009,3.9003,3.9005,
Yes,0.80,121.04,23.01,4.88,14.89,3.34,1.87,26.88,0x0,0x2,0,0,-3.86,-0.25,7.85,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.01,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9017,3.9025,3.9005,3.9006,3.8991,3.8974,3.9006,3.9009,3.9353,3.9000,3.9239,3.8991,3.8991,3.8981,3.9384,3.9095,3.8990,3.9388,3.9014,3.8855,3.9009,3.9018,3.9017,3.9016,3.9019,3.9016,3.9008,3.9002,3.9005,
Yes,0.00,121.08,23.02,4.88,14.92,3.34,1.86,26.90,0x0,0x0,0,0,-2.23,-0.14,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9017,3.9020,3.9027,3.9008,3.9008,3.8994,3.8978,3.9010,3.9012,3.9356,3.9001,3.9241,3.8992,3.8994,3.8983,3.9388,3.9098,3.8992,3.9390,3.9016,3.8856,3.9011,3.9021,3.9018,3.9018,3.9021,3.9018,3.9011,3.9004,3.9006,
Yes,0.00,121.08,23.01,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-0.19,-0.01,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9027,3.9007,3.9009,3.8993,3.8977,3.9009,3.9013,3.9355,3.9002,3.9241,3.8992,3.8994,3.8983,3.9388,3.9098,3.8990,3.9389,3.9015,3.8857,3.9011,3.9021,3.9019,3.9018,3.9020,3.9018,3.9011,3.9003,3.9006,
Yes,0.16,121.08,23.01,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.55,0.04,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9002,3.9016,3.9018,3.9026,3.9006,3.9008,3.8992,3.8976,3.9007,3.9011,3.9354,3.8999,3.9239,3.8992,3.8993,3.8982,3.9385,3.9096,3.8990,3.9388,3.9013,3.8855,3.9011,3.9020,3.9019,3.9018,3.9020,3.9016,3.9009,3.9003,3.9006,
Yes,6.30,119.54,23.01,4.88,14.91,3.34,1.86,26.89,0x0,0x2,0,0,-6.96,-0.45,48.67,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.31,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8260,3.8219,3.8217,3.8265,3.8189,3.8230,3.8224,3.8062,3.8225,3.8289,3.8545,3.8275,3.8104,3.8223,3.8240,3.8279,3.8325,3.8288,3.8263,3.8633,3.8192,3.8146,3.8314,3.8152,3.8228,3.8307,3.8217,3.8137,3.8138,3.8235,3.8313,
Yes,0.01,121.08,23.00,4.88,14.89,3.33,1.87,26.87,0x0,0x0,0,0,-12.97,-0.83,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9001,3.9015,3.9016,3.9024,3.9004,3.9006,3.8990,3.8973,3.9005,3.9008,3.9351,3.8998,3.9239,3.8989,3.8990,3.8980,3.9383,3.9094,3.8989,3.9386,3.9012,3.8853,3.9008,3.9018,3.9016,3.9015,3.9017,3.9015,3.9007,3.9001,3.9003,
Yes,0.48,121.05,23.00,4.88,14.93,3.34,1.86,26.87,0x0,0x4,0,0,-10.65,-0.69,7.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.90,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8985,3.8997,3.8999,3.9009,3.8986,3.8988,3.8972,3.8955,3.8990,3.8995,3.9335,3.8983,3.9213,3.8973,3.8976,3.8964,3.9360,3.9077,3.8973,3.9370,3.8996,3.8837,3.8994,3.9000,3.8998,3.9000,3.9000,3.8995,3.8988,3.8984,3.8988,
Yes,0.01,121.08,23.00,4.88,14.89,3.34,1.87,26.88,0x0,0x0,0,0,-5.42,-0.35,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9001,3.9015,3.9018,3.9025,3.9006,3.9008,3.8992,3.8975,3.9007,3.9010,3.9353,3.9000,3.9239,3.8991,3.8992,3.8982,3.9385,3.9096,3.8990,3.9388,3.9014,3.8854,3.9009,3.9020,3.9017,3.9017,3.9019,3.9017,3.9008,3.9001,3.9004,
Yes,0.01,121.08,23.00,4.88,14.90,3.34,1.86,26.90,0x0,0x0,0,0,-8.11,-0.52,0.26,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9019,3.9025,3.9005,3.9006,3.8991,3.8975,3.9007,3.9010,3.9353,3.9000,3.9240,3.8991,3.8992,3.8982,3.9386,3.9096,3.8989,3.9388,3.9014,3.8855,3.9009,3.9020,3.9017,3.9017,3.9019,3.9017,3.9008,3.9002,3.9004,
Yes,0.00,121.08,23.00,4.88,14.93,3.34,1.86,26.88,0x0,0x0,0,0,-7.64,-0.49,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9026,3.9006,3.9007,3.8991,3.8975,3.9006,3.9010,3.9353,3.9000,3.9239,3.8991,3.8992,3.8982,3.9386,3.9096,3.8990,3.9388,3.9013,3.8855,3.9009,3.9020,3.9017,3.9017,3.9019,3.9017,3.9009,3.9003,3.9004,
Yes,0.00,121.08,22.99,4.88,14.91,3.34,1.86,26.87,0x0,0x0,0,0,-7.25,-0.47,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9026,3.9006,3.9008,3.8991,3.8976,3.9007,3.9010,3.9354,3.9000,3.9239,3.8991,3.8993,3.8981,3.9387,3.9096,3.8990,3.9389,3.9014,3.8855,3.9010,3.9020,3.9018,3.9017,3.9020,3.9017,3.9009,3.9002,3.9005,
Yes,0.00,121.08,22.99,4.88,14.91,3.34,1.86,26.87,0x0,0x0,0,0,-7.25,-0.47,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9018,3.9026,3.9006,3.9008,3.8991,3.8976,3.9007,3.9010,3.9354,3.9000,3.9239,3.8991,3.8993,3.8981,3.9387,3.9096,3.8990,3.9389,3.9014,3.8855,3.9010,3.9020,3.9018,3.9017,3.9020,3.9017,3.9009,3.9002,3.9005,
Yes,0.00,121.09,23.00,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,-6.17,-0.40,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9017,3.9019,3.9026,3.9006,3.9008,3.8992,3.8975,3.9007,3.9010,3.9354,3.9001,3.9240,3.8992,3.8993,3.8982,3.9386,3.9096,3.8990,3.9389,3.9014,3.8856,3.9010,3.9020,3.9018,3.9017,3.9019,3.9016,3.9010,3.9002,3.9006,
Yes,0.00,121.08,23.00,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-5.68,-0.37,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9018,3.9026,3.9006,3.9007,3.8992,3.8975,3.9007,3.9011,3.9354,3.9001,3.9240,3.8991,3.8994,3.8982,3.9386,3.9097,3.8990,3.9389,3.9014,3.8856,3.9011,3.9021,3.9018,3.9017,3.9019,3.9017,3.9009,3.9003,3.9005,
Yes,0.00,121.08,22.99,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-5.15,-0.33,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9026,3.9007,3.9008,3.8993,3.8975,3.9007,3.9011,3.9353,3.9001,3.9240,3.8992,3.8992,3.8982,3.9387,3.9096,3.8991,3.9389,3.9014,3.8856,3.9010,3.9020,3.9018,3.9017,3.9020,3.9017,3.9010,3.9004,3.9006,
Yes,1.31,120.85,22.97,4.88,14.90,3.34,1.86,26.87,0x0,0x0,0,0,-12.33,-0.79,15.26,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9002,3.9016,3.9017,3.9024,3.9005,3.9005,3.8991,3.8973,3.9005,3.9009,3.9352,3.8999,3.9238,3.8990,3.8991,3.8981,3.9384,3.9094,3.8988,3.9386,3.9012,3.8854,3.9008,3.9018,3.9016,3.9016,3.9018,3.9015,3.9008,3.9000,3.9004,
Yes,0.00,121.07,22.99,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-12.99,-0.84,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9015,3.9019,3.9025,3.9005,3.9006,3.8991,3.8975,3.9007,3.9011,3.9354,3.9000,3.9239,3.8991,3.8992,3.8981,3.9385,3.9096,3.8990,3.9389,3.9014,3.8855,3.9010,3.9020,3.9017,3.9016,3.9020,3.9016,3.9008,3.9002,3.9005,
Yes,0.00,121.08,22.99,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-11.93,-0.77,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9016,3.9019,3.9025,3.9006,3.9007,3.8992,3.8974,3.9007,3.9009,3.9354,3.9000,3.9240,3.8991,3.8993,3.8982,3.9386,3.9096,3.8990,3.9388,3.9015,3.8855,3.9010,3.9020,3.9017,3.9017,3.9019,3.9016,3.9009,3.9002,3.9005,
Yes,0.00,121.08,22.97,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,-11.53,-0.74,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9019,3.9026,3.9006,3.9007,3.8990,3.8973,3.9006,3.9010,3.9354,3.9000,3.9241,3.8992,3.8992,3.8983,3.9386,3.9097,3.8990,3.9388,3.9014,3.8856,3.9010,3.9020,3.9018,3.9017,3.9020,3.9018,3.9009,3.9002,3.9005,
Yes,0.00,121.08,22.97,4.88,14.93,3.34,1.86,26.87,0x0,0x0,0,0,-10.88,-0.70,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9003,3.9016,3.9019,3.9026,3.9006,3.9008,3.8992,3.8976,3.9009,3.9012,3.9355,3.9000,3.9239,3.8992,3.8993,3.8982,3.9386,3.9096,3.8990,3.9390,3.9014,3.8856,3.9010,3.9020,3.9018,3.9017,3.9020,3.9017,3.9010,3.9002,3.9005,
Yes,0.00,121.08,22.97,4.88,14.93,3.34,1.86,26.88,0x0,0x0,0,0,-10.65,-0.69,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9017,3.9019,3.9026,3.9006,3.9008,3.8993,3.8976,3.9008,3.9011,3.9354,3.9001,3.9240,3.8992,3.8993,3.8983,3.9387,3.9096,3.8990,3.9389,3.9014,3.8856,3.9011,3.9021,3.9018,3.9017,3.9020,3.9017,3.9009,3.9002,3.9006,
