alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.40,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9027,3.9008,3.9010,3.8994,3.8978,3.9010,3.9011,3.9355,3.9002,3.9242,3.8994,3.8994,3.8983,3.9388,3.9098,3.8992,3.9390,3.9015,3.8857,3.9011,3.9022,3.9019,3.9019,3.9022,3.9019,3.9011,3.9004,3.9006,
Yes,0.00,121.08,23.09,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.35,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9020,3.9027,3.9008,3.9010,3.8993,3.8978,3.9010,3.9012,3.9357,3.9003,3.9242,3.8993,3.8994,3.8984,3.9388,3.9098,3.8992,3.9391,3.9016,3.8857,3.9011,3.9021,3.9018,3.9018,3.9021,3.9018,3.9010,3.9003,3.9006,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.37,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9004,3.9018,3.9020,3.9028,3.9008,3.9009,3.8993,3.8977,3.9009,3.9012,3.9355,3.9002,3.9241,3.8993,3.8994,3.8984,3.9388,3.9098,3.8992,3.9390,3.9015,3.8857,3.9012,3.9022,3.9019,3.9020,3.9021,3.9019,3.9012,3.9005,3.9008,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.32,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9020,3.9027,3.9007,3.9009,3.8994,3.8977,3.9009,3.9012,3.9355,3.9002,3.9242,3.8992,3.8994,3.8984,3.9388,3.9098,3.8992,3.9391,3.9016,3.8857,3.9012,3.9022,3.9020,3.9019,3.9021,3.9018,3.9011,3.9004,3.9006,
Yes,0.00,121.09,23.08,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.35,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9028,3.9008,3.9009,3.8995,3.8978,3.9010,3.9013,3.9356,3.9002,3.9242,3.8993,3.8995,3.8984,3.9388,3.9098,3.8992,3.9390,3.9016,3.8857,3.9012,3.9022,3.9019,3.9019,3.9021,3.9019,3.9012,3.9005,3.9007,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.32,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9021,3.9028,3.9009,3.9010,3.8994,3.8976,3.9009,3.9012,3.9356,3.9003,3.9242,3.8993,3.8994,3.8983,3.9387,3.9098,3.8992,3.9391,3.9016,3.8857,3.9012,3.9022,3.9020,3.9018,3.9021,3.9018,3.9011,3.9004,3.9007,
Yes,0.00,121.07,23.08,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.35,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9020,3.9028,3.9009,3.9009,3.8994,3.8979,3.9010,3.9013,3.9356,3.9003,3.9241,3.8994,3.8995,3.8984,3.9388,3.9099,3.8993,3.9391,3.9017,3.8858,3.9012,3.9022,3.9019,3.9020,3.9021,3.9018,3.9011,3.9005,3.9007,
Yes,0.00,121.09,23.07,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.35,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9018,3.9021,3.9028,3.9008,3.9010,3.8994,3.8977,3.9009,3.9012,3.9356,3.9002,3.9242,3.8994,3.8995,3.8984,3.9389,3.9099,3.8993,3.9391,3.9016,3.8857,3.9012,3.9022,3.9020,3.9019,3.9021,3.9018,3.9010,3.9004,3.9007,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.37,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9021,3.9028,3.9008,3.9010,3.8995,3.8979,3.9011,3.9013,3.9356,3.9002,3.9241,3.8994,3.8995,3.8984,3.9388,3.9099,3.8993,3.9392,3.9016,3.8858,3.9012,3.9023,3.9020,3.9020,3.9022,3.9019,3.9010,3.9004,3.9006,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.35,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9021,3.9028,3.9009,3.9009,3.8994,3.8978,3.9010,3.9013,3.9357,3.9004,3.9242,3.8993,3.8995,3.8984,3.9389,3.9099,3.8993,3.9391,3.9017,3.8858,3.9012,3.9023,3.9020,3.9019,3.9022,3.9019,3.9012,3.9006,3.9008,
Yes,0.00,121.08,23.07,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.34,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9021,3.9028,3.9009,3.9009,3.8994,3.8977,3.9010,3.9013,3.9356,3.9002,3.9243,3.8994,3.8995,3.8985,3.9389,3.9100,3.8993,3.9391,3.9017,3.8858,3.9012,3.9023,3.9019,3.9019,3.9021,3.9019,3.9012,3.9005,3.9008,
Yes,0.00,121.07,23.07,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9021,3.9028,3.9008,3.9011,3.8995,3.8978,3.9011,3.9013,3.9356,3.9003,3.9243,3.8994,3.8995,3.8986,3.9389,3.9099,3.8993,3.9391,3.9016,3.8857,3.9013,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9005,3.9007,
Yes,0.00,121.07,23.07,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,-0.27,-0.02,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9022,3.9028,3.9009,3.9010,3.8994,3.8978,3.9010,3.9014,3.9357,3.9003,3.9243,3.8993,3.8995,3.8984,3.9389,3.9098,3.8993,3.9392,3.9017,3.8859,3.9013,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9006,3.9008,
Yes,0.00,121.06,23.07,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,-0.48,-0.03,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9029,3.9009,3.9010,3.8994,3.8978,3.9010,3.9013,3.9357,3.9004,3.9242,3.8993,3.8995,3.8984,3.9389,3.9099,3.8993,3.9391,3.9016,3.8858,3.9013,3.9022,3.9020,3.9019,3.9022,3.9019,3.9012,3.9004,3.9007,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.93,0x0,0x0,0,0,-0.50,-0.03,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9022,3.9029,3.9009,3.9010,3.8993,3.8977,3.9010,3.9013,3.9356,3.9004,3.9243,3.8995,3.8995,3.8985,3.9390,3.9099,3.8993,3.9391,3.9016,3.8858,3.9012,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9006,3.9008,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.93,0x0,0x0,0,0,-0.50,-0.03,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9022,3.9029,3.9009,3.9010,3.8993,3.8977,3.9010,3.9013,3.9356,3.9004,3.9243,3.8995,3.8995,3.8985,3.9390,3.9099,3.8993,3.9391,3.9016,3.8858,3.9012,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9006,3.9008,
Yes,0.00,121.08,23.08,4.88,14.93,3.34,1.86,26.93,0x0,0x0,0,0,-0.50,-0.03,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9018,3.9022,3.9029,3.9009,3.9010,3.8993,3.8977,3.9010,3.9013,3.9356,3.9004,3.9243,3.8995,3.8995,3.8985,3.9390,3.9099,3.8993,3.9391,3.9016,3.8858,3.9012,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9006,3.9008,
Yes,0.00,121.06,23.07,4.88,14.92,3.34,1.86,26.93,0x0,0x0,0,0,-0.91,-0.06,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9019,3.9022,3.9029,3.9009,3.9009,3.8995,3.8978,3.9009,3.9012,3.9357,3.9003,3.9242,3.8994,3.8995,3.8985,3.9390,3.9099,3.8993,3.9392,3.9017,3.8858,3.9013,3.9022,3.9020,3.9020,3.9021,3.9019,3.9011,3.9005,3.9007,
Yes,0.00,121.07,23.07,4.88,14.93,3.34,1.86,26.92,0x0,0x0,0,0,-0.78,-0.05,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9019,3.9022,3.9029,3.9009,3.9010,3.8995,3.8979,3.9010,3.9013,3.9357,3.9003,3.9242,3.8995,3.8996,3.8985,3.9390,3.9100,3.8993,3.9392,3.9016,3.8858,3.9013,3.9023,3.9020,3.9020,3.9023,3.9019,3.9012,3.9006,3.9007,
Yes,0.00,121.08,23.07,4.88,14.92,3.34,1.86,26.92,0x0,0x0,0,0,-0.17,-0.01,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.15,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9007,3.9019,3.9021,3.9029,3.9009,3.9011,3.8994,3.8978,3.9010,3.9013,3.9357,3.9004,3.9244,3.8993,3.8995,3.8985,3.9389,3.9099,3.8993,3.9391,3.9017,3.8858,3.9012,3.9022,3.9020,3.9020,3.9023,3.9019,3.9011,3.9006,3.9008,
Yes,0.00,121.09,23.06,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.26,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9007,3.9019,3.9021,3.9028,3.9009,3.9010,3.8995,3.8979,3.9010,3.9013,3.9358,3.9004,3.9243,3.8994,3.8995,3.8984,3.9389,3.9099,3.8992,3.9391,3.9016,3.8858,3.9013,3.9022,3.9021,3.9020,3.9022,3.9020,3.9012,3.9006,3.9007,
Yes,0.00,121.08,23.07,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.31,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9007,3.9020,3.9022,3.9028,3.9009,3.9011,3.8995,3.8979,3.9011,3.9014,3.9356,3.9003,3.9242,3.8994,3.8995,3.8984,3.9390,3.9099,3.8994,3.9392,3.9017,3.8858,3.9012,3.9023,3.9020,3.9020,3.9023,3.9020,3.9012,3.9006,3.9007,
Yes,0.00,121.08,23.06,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.28,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9021,3.9029,3.9008,3.9010,3.8994,3.8977,3.9009,3.9012,3.9356,3.9003,3.9243,3.8994,3.8994,3.8985,3.9390,3.9099,3.8992,3.9390,3.9017,3.8858,3.9013,3.9023,3.9020,3.9019,3.9022,3.9019,3.9012,3.9006,3.9007,
Yes,0.00,121.08,23.06,4.88,14.93,3.34,1.86,26.89,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.29,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9029,3.9009,3.9010,3.8995,3.8978,3.9010,3.9013,3.9356,3.9003,3.9242,3.8994,3.8994,3.8985,3.9389,3.9099,3.8993,3.9392,3.9017,3.8859,3.9013,3.9023,3.9021,3.9019,3.9021,3.9019,3.9012,3.9006,3.9007,
Yes,0.00,121.08,23.06,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.26,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9028,3.9008,3.9010,3.8994,3.8979,3.9011,3.9013,3.9357,3.9003,3.9243,3.8994,3.8995,3.8986,3.9390,3.9099,3.8993,3.9391,3.9017,3.8857,3.9012,3.9023,3.9020,3.9020,3.9022,3.9019,3.9011,3.9006,3.9007,
Yes,0.00,121.08,23.05,4.88,14.93,3.34,1.86,26.90,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Reverse,0.00,0.00,0.00,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9005,3.9019,3.9021,3.9029,3.9009,3.9011,3.8995,3.8978,3.9011,3.9014,3.9357,3.9003,3.9243,3.8994,3.8996,3.8985,3.9389,3.9099,3.8994,3.9393,3.9018,3.8859,3.9013,3.9023,3.9020,3.9019,3.9022,3.9019,3.9011,3.9005,3.9008,
Yes,0.00,121.07,23.06,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,-0.38,-0.02,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9029,3.9009,3.9011,3.8994,3.8977,3.9010,3.9014,3.9357,3.9003,3.9243,3.8994,3.8995,3.8985,3.9390,3.9099,3.8994,3.9391,3.9017,3.8858,3.9013,3.9023,3.9021,3.9020,3.9022,3.9019,3.9012,3.9006,3.9009,
Yes,0.00,121.08,23.05,4.88,14.93,3.34,1.86,26.91,0x0,0x0,0,0,-0.76,-0.05,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.9006,3.9020,3.9022,3.9028,3.9009,3.9010,3.8996,3.8979,3.9010,3.9014,3.9357,3.9003,3.9242,3.8994,3.8994,3.8984,3.9389,3.9099,3.8993,3.9392,3.9016,3.8858,3.9012,3.9023,3.9020,3.9020,3.9022,3.9021,3.9012,3.9005,3.9008,
